ENSG00000165164	ENST00000297866*ENST00000378653*ENST00000493930*ENST00000378660*ENST00000446478*ENST00000630521*ENST00000313548*ENST00000378657	ENSP00000297866*ENSP00000367922*ENSP00000433564***ENSP00000485710*ENSP00000324767*ENSP00000367926	cilia and flagella associated protein 47 [Source:HGNC Symbol;Acc:HGNC:26708]	35919734	36385319	35919734*35919734*35919781*36035791*36361326*36361330*36065661*36228779	35990147*36385319*35990152*36145070*36379803*36379446*36144809*36385316	*GO:0005515***GO:0016021*GO:0005515*	*protein binding***integral component of membrane*protein binding*	*Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]***The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]*Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]*	*IEA***IEA*IEA*	*molecular_function***cellular_component*molecular_function*	******	*B1ARL5**A0A0D9SEI5***	Q6ZTR5****Q8N9S7*Q8N9S7*A6PW82CXorf30		*PF00307*PF00307*PF00307***PF00307*PF00307*	*1749*1749*1749***324*324*	*1867*1867*1867***410*410*	ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00790001973721*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239	UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNKNOWN*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED	*IPR001715*IPR001715*IPR001715***IPR001715*IPR001715*	*CH-domain*CH-domain*CH-domain***CH-domain*CH-domain*	*Calponin homology domain*Calponin homology domain*Calponin homology domain***Calponin homology domain*Calponin homology domain*	ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00790001973721*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239	UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNKNOWN*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED	*IPR001715*IPR001715*IPR001715***IPR001715*IPR001715*	*CH-domain*CH-domain*CH-domain***CH-domain*CH-domain*	*Calponin homology domain*Calponin homology domain*Calponin homology domain***Calponin homology domain*Calponin homology domain*	

ENSG00000229384	ENST00000447155		high mobility group box 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:39098]	36211096	36211635	36211096	36211635																							

ENSG00000231069	ENST00000418104			36985523	36986093	36985523	36986093																							

ENSG00000233921	ENST00000419621		ribosomal protein S15a pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:36041]	36374793	36375183	36374793	36375183																							

ENSG00000235510	ENST00000421222			36957913	36958139	36957913	36958139																							

ENSG00000249467	ENST00000508758			36719918	36720221	36719918	36720221																							

ENSG00000271519	ENST00000603371			35864858	35869631	35864858	35869631																							

ENSG00000275314	ENST00000610750			36794500	36795460	36794500	36795460																							

